origin_airport,destination_airport,time_flights,origin_lat,origin_lon,origin_city,destination_lat,destination_lon,destination_city
ACY,PBI,40,39.45759963989258,-74.57720184326172,Atlantic City,26.68320083618164,-80.09559631347656,West Palm Beach
ACY,RSW,227,39.45759963989258,-74.57720184326172,Atlantic City,26.53619956970215,-81.75520324707031,Fort Myers
ACY,TPA,188,39.45759963989258,-74.57720184326172,Atlantic City,27.975500106811523,-82.533203125,Tampa
ADK,ANC,57,51.87799835205078,-176.64599609375,Adak Island,61.17440032958984,-149.99600219726562,Anchorage
ADQ,ANC,326,57.75,-152.4940033,Kodiak,61.17440032958984,-149.99600219726562,Anchorage
AEX,ATL,711,31.32740020751953,-92.54979705810548,Alexandria,33.6367,-84.428101,Atlanta
AEX,DFW,561,31.32740020751953,-92.54979705810548,Alexandria,32.896801,-97.038002,Dallas-Fort Worth
AEX,IAH,454,31.32740020751953,-92.54979705810548,Alexandria,29.984399795532227,-95.34140014648438,Houston
AGS,ATL,1523,33.36989974975586,-81.9645004272461,Bush Field,33.6367,-84.428101,Atlanta
AGS,CLT,1094,33.36989974975586,-81.9645004272461,Bush Field,35.2140007019043,-80.94309997558594,Charlotte
AGS,DFW,195,33.36989974975586,-81.9645004272461,Bush Field,32.896801,-97.038002,Dallas-Fort Worth
AKN,ANC,47,58.67679977,-156.6490021,King Salmon,61.17440032958984,-149.99600219726562,Anchorage
ALB,ATL,602,42.74829864501953,-73.80169677734375,Albany,33.6367,-84.428101,Atlanta
ALB,BWI,976,42.74829864501953,-73.80169677734375,Albany,39.1754,-76.668297,Baltimore
ALB,CLT,556,42.74829864501953,-73.80169677734375,Albany,35.2140007019043,-80.94309997558594,Charlotte
ALB,DCA,732,42.74829864501953,-73.80169677734375,Albany,38.8521,-77.037697,Washington
ALB,DEN,148,42.74829864501953,-73.80169677734375,Albany,39.861698150635,-104.672996521,Denver
ALB,DTW,704,42.74829864501953,-73.80169677734375,Albany,42.212398529052734,-83.35340118408203,Detroit
ALB,EWR,914,42.74829864501953,-73.80169677734375,Albany,40.692501068115234,-74.168701171875,Newark
ALB,FLL,240,42.74829864501953,-73.80169677734375,Albany,26.072599,-80.152702,Fort Lauderdale
ALB,IAD,467,42.74829864501953,-73.80169677734375,Albany,38.94449997,-77.45580292,Washington
ALB,MCO,583,42.74829864501953,-73.80169677734375,Albany,28.429399490356445,-81.30899810791016,Orlando
ALB,MDW,375,42.74829864501953,-73.80169677734375,Albany,41.785999,-87.752403,Chicago
ALB,MSP,170,42.74829864501953,-73.80169677734375,Albany,44.882,-93.221802,Minneapolis
ALB,MYR,37,42.74829864501953,-73.80169677734375,Albany,33.6796989441,-78.9282989502,Myrtle Beach
ALB,ORD,1309,42.74829864501953,-73.80169677734375,Albany,41.9786,-87.9048,Chicago
ALB,PGD,76,42.74829864501953,-73.80169677734375,Albany,26.92020035,-81.9905014,Punta Gorda
ALB,PHL,1071,42.74829864501953,-73.80169677734375,Albany,39.87189865112305,-75.24109649658203,Philadelphia
ALB,PIE,58,42.74829864501953,-73.80169677734375,Albany,27.91020012,-82.68740082,St. Petersburg
ALB,RDU,55,42.74829864501953,-73.80169677734375,Albany,35.87760162353516,-78.7874984741211,Raleigh-durham
ALB,RSW,17,42.74829864501953,-73.80169677734375,Albany,26.53619956970215,-81.75520324707031,Fort Myers
ALB,SAV,42,42.74829864501953,-73.80169677734375,Albany,32.12760162,-81.20210266,Savannah
ALB,SFB,60,42.74829864501953,-73.80169677734375,Albany,28.7775993347168,-81.23750305175781,Sanford
ALB,TPA,170,42.74829864501953,-73.80169677734375,Albany,27.975500106811523,-82.533203125,Tampa
ALO,ORD,372,42.55709838867188,-92.40029907226562,Waterloo,41.9786,-87.9048,Chicago
ALW,SEA,502,46.09489822,-118.288002,Walla Walla,47.449001,-122.308998,Seattle
AMA,DAL,695,35.219398,-101.706001,Amarillo,32.847099,-96.851799,Dallas
AMA,DEN,348,35.219398,-101.706001,Amarillo,39.861698150635,-104.672996521,Denver
AMA,DFW,1313,35.219398,-101.706001,Amarillo,32.896801,-97.038002,Dallas-Fort Worth
AMA,HOU,13,35.219398,-101.706001,Amarillo,29.64539909,-95.27890015,Houston
AMA,IAH,531,35.219398,-101.706001,Amarillo,29.984399795532227,-95.34140014648438,Houston
AMA,LAS,194,35.219398,-101.706001,Amarillo,36.08010101,-115.1520004,Las Vegas
AMA,PHX,1,35.219398,-101.706001,Amarillo,33.43429946899414,-112.01200103759766,Phoenix
ANC,ADK,51,61.17440032958984,-149.99600219726562,Anchorage,51.87799835205078,-176.64599609375,Adak Island
ANC,ADQ,325,61.17440032958984,-149.99600219726562,Anchorage,57.75,-152.4940033,Kodiak
ANC,AKN,50,61.17440032958984,-149.99600219726562,Anchorage,58.67679977,-156.6490021,King Salmon
ANC,ATL,90,61.17440032958984,-149.99600219726562,Anchorage,33.6367,-84.428101,Atlanta
ANC,BET,442,61.17440032958984,-149.99600219726562,Anchorage,60.77980042,-161.8379974,Bethel
ANC,BLI,22,61.17440032958984,-149.99600219726562,Anchorage,48.79280090332031,-122.53800201416016,Bellingham
ANC,BRW,1,61.17440032958984,-149.99600219726562,Anchorage,71.285402,-156.766008,Barrow
ANC,CDV,192,61.17440032958984,-149.99600219726562,Anchorage,60.4917984,-145.4779968,Cordova
ANC,DEN,325,61.17440032958984,-149.99600219726562,Anchorage,39.861698150635,-104.672996521,Denver
ANC,DFW,103,61.17440032958984,-149.99600219726562,Anchorage,32.896801,-97.038002,Dallas-Fort Worth
ANC,DLG,69,61.17440032958984,-149.99600219726562,Anchorage,59.04470062,-158.5050049,Dillingham
ANC,DUT,299,61.17440032958984,-149.99600219726562,Anchorage,53.900100708,-166.544006348,Unalaska
ANC,EWR,58,61.17440032958984,-149.99600219726562,Anchorage,40.692501068115234,-74.168701171875,Newark
ANC,FAI,1144,61.17440032958984,-149.99600219726562,Anchorage,64.81510162,-147.8560028,Fairbanks
ANC,HNL,189,61.17440032958984,-149.99600219726562,Anchorage,21.32062,-157.924228,Honolulu
ANC,IAH,67,61.17440032958984,-149.99600219726562,Anchorage,29.984399795532227,-95.34140014648438,Houston
ANC,JNU,731,61.17440032958984,-149.99600219726562,Anchorage,58.35499954223633,-134.5760040283203,Juneau
ANC,KOA,28,61.17440032958984,-149.99600219726562,Anchorage,19.738783,-156.045603,Kona
ANC,LAX,278,61.17440032958984,-149.99600219726562,Anchorage,33.94250107,-118.4079971,Los Angeles
ANC,MSP,355,61.17440032958984,-149.99600219726562,Anchorage,44.882,-93.221802,Minneapolis
ANC,OGG,40,61.17440032958984,-149.99600219726562,Anchorage,20.8986,-156.429993,Kahului
ANC,OME,210,61.17440032958984,-149.99600219726562,Anchorage,64.51219940185547,-165.44500732421875,Nome
ANC,ORD,414,61.17440032958984,-149.99600219726562,Anchorage,41.9786,-87.9048,Chicago
ANC,OTZ,345,61.17440032958984,-149.99600219726562,Anchorage,66.88469696,-162.598999,Kotzebue
ANC,PDX,681,61.17440032958984,-149.99600219726562,Anchorage,45.58869934,-122.5979996,Portland
ANC,PHX,96,61.17440032958984,-149.99600219726562,Anchorage,33.43429946899414,-112.01200103759766,Phoenix
ANC,SCC,381,61.17440032958984,-149.99600219726562,Anchorage,70.19470215,-148.4649963,Deadhorse
ANC,SEA,4142,61.17440032958984,-149.99600219726562,Anchorage,47.449001,-122.308998,Seattle
ANC,SFO,72,61.17440032958984,-149.99600219726562,Anchorage,37.61899948120117,-122.375,San Francisco
ANC,SLC,56,61.17440032958984,-149.99600219726562,Anchorage,40.78839874267578,-111.97799682617188,Salt Lake City
APN,DTW,184,45.0780983,-83.56030273,Alpena,42.212398529052734,-83.35340118408203,Detroit
APN,PLN,143,45.0780983,-83.56030273,Alpena,45.57089996,-84.79669952,Pellston
ART,PHL,383,43.99190139770508,-76.02169799804688,Watertown,39.87189865112305,-75.24109649658203,Philadelphia
ASE,ATL,5,39.22320175,-106.8690033,Aspen,33.6367,-84.428101,Atlanta
ASE,DEN,1109,39.22320175,-106.8690033,Aspen,39.861698150635,-104.672996521,Denver
ASE,DFW,321,39.22320175,-106.8690033,Aspen,32.896801,-97.038002,Dallas-Fort Worth
ASE,IAH,145,39.22320175,-106.8690033,Aspen,29.984399795532227,-95.34140014648438,Houston
ASE,LAX,347,39.22320175,-106.8690033,Aspen,33.94250107,-118.4079971,Los Angeles
ASE,MSP,5,39.22320175,-106.8690033,Aspen,44.882,-93.221802,Minneapolis
ASE,ORD,294,39.22320175,-106.8690033,Aspen,41.9786,-87.9048,Chicago
ASE,PHX,68,39.22320175,-106.8690033,Aspen,33.43429946899414,-112.01200103759766,Phoenix
ASE,SFO,95,39.22320175,-106.8690033,Aspen,37.61899948120117,-122.375,San Francisco
ASE,SLC,297,39.22320175,-106.8690033,Aspen,40.78839874267578,-111.97799682617188,Salt Lake City
ATL,ABE,525,33.6367,-84.428101,Atlanta,40.652099609375,-75.44080352783203,Allentown
ATL,ABQ,528,33.6367,-84.428101,Atlanta,35.040199,-106.609001,Albuquerque
ATL,ABY,546,33.6367,-84.428101,Atlanta,31.535499572753903,-84.19450378417969,Albany
ATL,ACY,135,33.6367,-84.428101,Atlanta,39.45759963989258,-74.57720184326172,Atlantic City
ATL,AEX,738,33.6367,-84.428101,Atlanta,31.32740020751953,-92.54979705810548,Alexandria
ATL,AGS,1546,33.6367,-84.428101,Atlanta,33.36989974975586,-81.9645004272461,Bush Field
ATL,ALB,590,33.6367,-84.428101,Atlanta,42.74829864501953,-73.80169677734375,Albany
ATL,ANC,94,33.6367,-84.428101,Atlanta,61.17440032958984,-149.99600219726562,Anchorage
ATL,ASE,8,33.6367,-84.428101,Atlanta,39.22320175,-106.8690033,Aspen
ATL,ATW,362,33.6367,-84.428101,Atlanta,44.2580986023,-88.5190963745,Appleton
ATL,AUS,2224,33.6367,-84.428101,Atlanta,30.194499969482425,-97.6698989868164,Austin
ATL,AVL,1379,33.6367,-84.428101,Atlanta,35.43619918823242,-82.54180145263672,Asheville
ATL,AVP,199,33.6367,-84.428101,Atlanta,41.3385009766,-75.72339630130001,Scranton
ATL,BDL,1269,33.6367,-84.428101,Atlanta,41.9388999939,-72.68319702149999,Windsor Locks
ATL,BHM,1865,33.6367,-84.428101,Atlanta,33.56290054,-86.75350189,Birmingham
ATL,BMI,526,33.6367,-84.428101,Atlanta,40.47710037,-88.91590118,Bloomington
ATL,BNA,2660,33.6367,-84.428101,Atlanta,36.1245002746582,-86.6781997680664,Nashville
ATL,BOS,3307,33.6367,-84.428101,Atlanta,42.36429977,-71.00520325,Boston
ATL,BQK,558,33.6367,-84.428101,Atlanta,31.2588005065918,-81.46649932861328,Brunswick
ATL,BTR,1233,33.6367,-84.428101,Atlanta,30.533199,-91.149597,Baton Rouge
ATL,BTV,254,33.6367,-84.428101,Atlanta,44.4719009399,-73.15329742429999,Burlington
ATL,BUF,908,33.6367,-84.428101,Atlanta,42.94049835,-78.73220062,Buffalo
ATL,BUR,251,33.6367,-84.428101,Atlanta,34.20069885253906,-118.35900115966795,Burbank
ATL,BWI,3790,33.6367,-84.428101,Atlanta,39.1754,-76.668297,Baltimore
ATL,BZN,58,33.6367,-84.428101,Atlanta,45.77750015,-111.1529999,Bozeman
ATL,CAE,1542,33.6367,-84.428101,Atlanta,33.93880081176758,-81.11949920654297,Columbia
ATL,CAK,555,33.6367,-84.428101,Atlanta,40.91609954833984,-81.44219970703125,Akron
ATL,CHA,1880,33.6367,-84.428101,Atlanta,35.035301208496094,-85.20379638671875,Chattanooga
ATL,CHO,902,33.6367,-84.428101,Atlanta,38.13859939575195,-78.4529037475586,Charlottesville VA
ATL,CHS,1964,33.6367,-84.428101,Atlanta,32.89860153,-80.04049683,Charleston
ATL,CID,537,33.6367,-84.428101,Atlanta,41.88470077514648,-91.71080017089844,Cedar Rapids
ATL,CLE,1945,33.6367,-84.428101,Atlanta,41.4117012024,-81.8498001099,Cleveland
ATL,CLT,3320,33.6367,-84.428101,Atlanta,35.2140007019043,-80.94309997558594,Charlotte
ATL,CMH,2015,33.6367,-84.428101,Atlanta,39.998001,-82.891899,Columbus
ATL,COS,285,33.6367,-84.428101,Atlanta,38.805801,-104.700996,Colorado Springs
ATL,CRW,877,33.6367,-84.428101,Atlanta,38.37310028076172,-81.59320068359375,Charleston
ATL,CSG,707,33.6367,-84.428101,Atlanta,32.516300201416016,-84.93890380859375,Columbus
ATL,CVG,1546,33.6367,-84.428101,Atlanta,39.0488014221,-84.6678009033,Cincinnati
ATL,DAB,946,33.6367,-84.428101,Atlanta,29.179899,-81.058098,Daytona Beach
ATL,DAL,1838,33.6367,-84.428101,Atlanta,32.847099,-96.851799,Dallas
ATL,DAY,739,33.6367,-84.428101,Atlanta,39.90240097045898,-84.21939849853516,Dayton
ATL,DCA,3782,33.6367,-84.428101,Atlanta,38.8521,-77.037697,Washington
ATL,DEN,3447,33.6367,-84.428101,Atlanta,39.861698150635,-104.672996521,Denver
ATL,DFW,3652,33.6367,-84.428101,Atlanta,32.896801,-97.038002,Dallas-Fort Worth
ATL,DHN,746,33.6367,-84.428101,Atlanta,31.3213005065918,-85.44960021972656,Dothan
ATL,DSM,573,33.6367,-84.428101,Atlanta,41.53400039672852,-93.66310119628906,Des Moines
ATL,DTW,2687,33.6367,-84.428101,Atlanta,42.212398529052734,-83.35340118408203,Detroit
ATL,ECP,1126,33.6367,-84.428101,Atlanta,30.357106,-85.795414,Panama City
ATL,EGE,9,33.6367,-84.428101,Atlanta,39.64260101,-106.9179993,Vail
ATL,ELM,8,33.6367,-84.428101,Atlanta,42.1599006652832,-76.8916015625,Elmira
ATL,ELP,491,33.6367,-84.428101,Atlanta,31.80719948,-106.3779984,El Paso
ATL,EVV,720,33.6367,-84.428101,Atlanta,38.0369987488,-87.5324020386,Evansville
ATL,EWN,377,33.6367,-84.428101,Atlanta,35.0730018616,-77.04290008539999,New Bern
ATL,EWR,3508,33.6367,-84.428101,Atlanta,40.692501068115234,-74.168701171875,Newark
ATL,EYW,852,33.6367,-84.428101,Atlanta,24.556100845336918,-81.75959777832031,Key West
ATL,FAR,5,33.6367,-84.428101,Atlanta,46.92070007324219,-96.81580352783205,Fargo
ATL,FAY,915,33.6367,-84.428101,Atlanta,34.9911994934082,-78.88030242919922,Fayetteville
ATL,FCA,10,33.6367,-84.428101,Atlanta,48.31050109863281,-114.25599670410156,Kalispell
ATL,FLL,4413,33.6367,-84.428101,Atlanta,26.072599,-80.152702,Fort Lauderdale
ATL,FNT,566,33.6367,-84.428101,Atlanta,42.96540069580078,-83.74359893798828,Flint
ATL,FSD,183,33.6367,-84.428101,Atlanta,43.5820007324,-96.741897583,Sioux Falls
ATL,FSM,354,33.6367,-84.428101,Atlanta,35.33660125732422,-94.36740112304688,Fort Smith
ATL,FWA,729,33.6367,-84.428101,Atlanta,40.97850037,-85.19509888,Fort Wayne
ATL,GNV,1390,33.6367,-84.428101,Atlanta,29.6900997162,-82.2717971802,Gainesville
ATL,GPT,892,33.6367,-84.428101,Atlanta,30.40730094909668,-89.07009887695312,Gulfport
ATL,GRB,312,33.6367,-84.428101,Atlanta,44.48509979248047,-88.12960052490234,Green Bay
ATL,GRR,929,33.6367,-84.428101,Atlanta,42.88079834,-85.52279663,Grand Rapids
ATL,GSO,1538,33.6367,-84.428101,Atlanta,36.097801208496094,-79.93730163574219,Greensboro
ATL,GSP,2050,33.6367,-84.428101,Atlanta,34.8956985474,-82.2189025879,Greenville
ATL,GTR,669,33.6367,-84.428101,Atlanta,33.450298309299995,-88.5914001465,Columbus Mississippi
ATL,HDN,11,33.6367,-84.428101,Atlanta,40.48120117,-107.2180023,Hayden
ATL,HNL,195,33.6367,-84.428101,Atlanta,21.32062,-157.924228,Honolulu
ATL,HOU,2223,33.6367,-84.428101,Atlanta,29.64539909,-95.27890015,Houston
ATL,HPN,1218,33.6367,-84.428101,Atlanta,41.06700134277344,-73.70760345458984,White Plains
ATL,HSV,1406,33.6367,-84.428101,Atlanta,34.637199401855,-86.775100708008,Huntsville
ATL,IAD,2432,33.6367,-84.428101,Atlanta,38.94449997,-77.45580292,Washington
ATL,IAH,2858,33.6367,-84.428101,Atlanta,29.984399795532227,-95.34140014648438,Houston
ATL,ICT,555,33.6367,-84.428101,Atlanta,37.649899,-97.433098,Wichita
ATL,ILM,1001,33.6367,-84.428101,Atlanta,34.270599365234375,-77.90260314941406,Wilmington
ATL,IND,2239,33.6367,-84.428101,Atlanta,39.7173,-86.294403,Indianapolis
ATL,ISP,109,33.6367,-84.428101,Atlanta,40.79520035,-73.10019684,Islip
ATL,JAC,42,33.6367,-84.428101,Atlanta,43.6072998046875,-110.73799896240234,Jacksn Hole
ATL,JAN,1214,33.6367,-84.428101,Atlanta,32.3111991882,-90.0758972168,Jackson
ATL,JAX,2783,33.6367,-84.428101,Atlanta,30.49410057067871,-81.68789672851562,Jacksonville
ATL,JFK,1920,33.6367,-84.428101,Atlanta,40.63980103,-73.77890015,New York
ATL,LAS,2574,33.6367,-84.428101,Atlanta,36.08010101,-115.1520004,Las Vegas
ATL,LAX,3485,33.6367,-84.428101,Atlanta,33.94250107,-118.4079971,Los Angeles
ATL,LEX,1427,33.6367,-84.428101,Atlanta,38.0364990234375,-84.60590362548828,Lexington KY
ATL,LFT,809,33.6367,-84.428101,Atlanta,30.20529938,-91.98760223,Lafayette
ATL,LGA,4969,33.6367,-84.428101,Atlanta,40.77719879,-73.87259674,New York
ATL,LIT,1255,33.6367,-84.428101,Atlanta,34.729400634799994,-92.2242965698,Little Rock
ATL,LNK,148,33.6367,-84.428101,Atlanta,40.85100173950195,-96.75920104980467,Lincoln
ATL,MCI,2118,33.6367,-84.428101,Atlanta,39.2976,-94.713898,Kansas City
ATL,MCO,4819,33.6367,-84.428101,Atlanta,28.429399490356445,-81.30899810791016,Orlando
ATL,MDT,553,33.6367,-84.428101,Atlanta,40.1935005188,-76.7633972168,Harrisburg
ATL,MDW,2368,33.6367,-84.428101,Atlanta,41.785999,-87.752403,Chicago
ATL,MEM,1956,33.6367,-84.428101,Atlanta,35.04240036010742,-89.97669982910156,Memphis
ATL,MGM,1203,33.6367,-84.428101,Atlanta,32.30059814,-86.39399719,MONTGOMERY
ATL,MHT,155,33.6367,-84.428101,Atlanta,42.932598,-71.435699,Manchester NH
ATL,MIA,3754,33.6367,-84.428101,Atlanta,25.79319953918457,-80.29060363769531,Miami
ATL,MKE,1743,33.6367,-84.428101,Atlanta,42.94720077514648,-87.89659881591797,Milwaukee
ATL,MLB,752,33.6367,-84.428101,Atlanta,28.10280036926269,-80.64530181884766,Melbourne
ATL,MLI,561,33.6367,-84.428101,Atlanta,41.44850158691406,-90.50749969482422,Moline
ATL,MLU,701,33.6367,-84.428101,Atlanta,32.51089859008789,-92.0376968383789,Monroe
ATL,MOB,1299,33.6367,-84.428101,Atlanta,30.691200256348,-88.242797851562,Mobile
ATL,MSN,674,33.6367,-84.428101,Atlanta,43.13990020751953,-89.3375015258789,Madison
ATL,MSO,11,33.6367,-84.428101,Atlanta,46.91630173,-114.0910034,Missoula
ATL,MSP,2397,33.6367,-84.428101,Atlanta,44.882,-93.221802,Minneapolis
ATL,MSY,2874,33.6367,-84.428101,Atlanta,29.99340057373047,-90.25800323486328,New Orleans
ATL,MTJ,10,33.6367,-84.428101,Atlanta,38.5097999573,-107.893997192,Montrose CO
ATL,MYR,737,33.6367,-84.428101,Atlanta,33.6796989441,-78.9282989502,Myrtle Beach
ATL,OAJ,726,33.6367,-84.428101,Atlanta,34.8292007446,-77.61209869380001,Jacksonville NC
ATL,OAK,282,33.6367,-84.428101,Atlanta,37.721298,-122.221001,Oakland
ATL,OKC,1086,33.6367,-84.428101,Atlanta,35.39310073852539,-97.60070037841795,Oklahoma City
ATL,OMA,922,33.6367,-84.428101,Atlanta,41.3032,-95.894096,Omaha
ATL,ONT,283,33.6367,-84.428101,Atlanta,34.055999755859375,-117.60099792480467,Ontario
ATL,ORD,4360,33.6367,-84.428101,Atlanta,41.9786,-87.9048,Chicago
ATL,ORF,1595,33.6367,-84.428101,Atlanta,36.89459991455078,-76.20120239257812,Norfolk
ATL,PBI,2165,33.6367,-84.428101,Atlanta,26.68320083618164,-80.09559631347656,West Palm Beach
ATL,PDX,762,33.6367,-84.428101,Atlanta,45.58869934,-122.5979996,Portland
ATL,PHF,540,33.6367,-84.428101,Atlanta,37.13190079,-76.49299622,Newport News
ATL,PHL,3487,33.6367,-84.428101,Atlanta,39.87189865112305,-75.24109649658203,Philadelphia
ATL,PHX,1807,33.6367,-84.428101,Atlanta,33.43429946899414,-112.01200103759766,Phoenix
ATL,PIA,562,33.6367,-84.428101,Atlanta,40.664199829100006,-89.6932983398,Peoria
ATL,PIT,1920,33.6367,-84.428101,Atlanta,40.49150085,-80.23290253,Pittsburgh
ATL,PNS,1551,33.6367,-84.428101,Atlanta,30.473400115967,-87.186599731445,Pensacola
ATL,PSP,8,33.6367,-84.428101,Atlanta,33.8297004699707,-116.50700378417967,Palm Springs
ATL,PVD,538,33.6367,-84.428101,Atlanta,41.732601,-71.420403,Providence
ATL,PWM,440,33.6367,-84.428101,Atlanta,43.64619827,-70.30930328,Portland
ATL,RAP,9,33.6367,-84.428101,Atlanta,44.0452995300293,-103.05699920654295,Rapid City
ATL,RDU,2878,33.6367,-84.428101,Atlanta,35.87760162353516,-78.7874984741211,Raleigh-durham
ATL,RIC,2286,33.6367,-84.428101,Atlanta,37.50519943237305,-77.3197021484375,Richmond
ATL,RNO,9,33.6367,-84.428101,Atlanta,39.49909973144531,-119.76799774169922,Reno
ATL,ROA,936,33.6367,-84.428101,Atlanta,37.3255,-79.975403,Roanoke VA
ATL,ROC,541,33.6367,-84.428101,Atlanta,43.118900299072266,-77.67240142822266,Rochester
ATL,RST,332,33.6367,-84.428101,Atlanta,43.90829849243164,-92.5,Rochester
ATL,RSW,1830,33.6367,-84.428101,Atlanta,26.53619956970215,-81.75520324707031,Fort Myers
ATL,SAN,1357,33.6367,-84.428101,Atlanta,32.7336006165,-117.190002441,San Diego
ATL,SAT,1874,33.6367,-84.428101,Atlanta,29.533700942993164,-98.46980285644533,San Antonio
ATL,SAV,1861,33.6367,-84.428101,Atlanta,32.12760162,-81.20210266,Savannah
